교차로명,시도,시군구,도로명,기타주소,도로등급,시행청,준공연도,교차로 유형,회전교차로 유형,로터리 유형,"스쿨존 내
위치여부",교차로 내 신호 여부,"접근로 진입부
양보선 여부",계,신규추가,누락추가,비고,위도,경도,NUMPOINTS
서외오거리 회전교차로,경상남도,고성군,서외리,"1153",도시계획도로,지자체,"2015",5지,1차로형,,,,O,,,,,34.977621,128.320193,"1"
회화웰컴센터앞 회전교차로,경상남도,고성군,배둔리,804-1,도시계획도로,지자체,"2016",4지,1차로형,,,,O,1,"1",,,35.055712,128.369801,"0"
무지개아파트앞 회전교차로,경상남도,고성군,동외리,"23510",도시계획도로,지자체,"2017",4지,1차로형,,,,O,,,,,34.977621,128.320193,"1"
양지공원앞 회전교차로,경상남도,고성군,배둔리,"4331",도시계획도로,지자체,"2017",4지,소형,,,,O,,,,,34.977621,128.320193,"1"
교사리 회전교차로,경상남도,고성군,고성읍 교사리, 383-1,도시계획도로,지자체,"2018",4지,1차로형,,,,O,,,,,34.977621,128.320193,"1"
수남사거리 회전교차로,경상남도,고성군,고성읍 수남리,537-5,도시계획도로,지자체,"2019",4지,1차로형,,,,O,1,"1",,,34.970116,128.320491,"3"
남변 회전교차로,경상남도,남해군,남해읍 남변리,"655",국도,행정안전부,"2015",4지,2차로형,,,,O,,,,,34.815758,127.869273,"0"
연죽 회전교차로,경상남도,남해군,서면 대정리,"55511",군도,지자체,"2017",3지,1차로형,,,,O,,,,,34.833509,127.899346,"5"
남산회전교차로,경상남도,남해군,남해읍 서변리, 188-2,도시계획도로,지자체,"2018",5지,1차로형,,O,,O,,,,,34.834038,127.894352,"0"
시문회전교차로,경상남도,남해군,삼동면 영지리,1198-6,지방도,지차체,"2019",4지,1차로형,,,,O,1,"1",,,34.809502,127.981203,"1"
병천교차로,경상남도,하동군,옥종면 병천리,"903",지방도,지자체,"2013",4지,1차로형,,,,O,,,,,35.190595,127.876329,"0"
상평(범아)교차로,경상남도,하동군,고전면 범아리,229-2,도시계획도로,지자체,"2015",3지,1차로형,,,,O,,,,,35.02268,127.818219,"0"
악양교차로,경상남도,하동군,악양면 신성리,886-4,도시계획도로,지자체,"2015",3지,1차로형,,,,O,,,,,35.160279,127.711991,"1"
읍내교차로,경상남도,하동군,하동읍 읍내리,1563-4,국도,국토교통부,"2015",3지,2차로형,,,,O,,,,,35.074334,127.740797,"0"
군청교차로,경상남도,하동군,하동읍 읍내리,223-7,국도,국토교통부,"2016",4지,1차로형,,,,O,,,,,35.067825,127.749384,"6"
송림교차로,경상남도,하동군,하동읍 광평리,429-4,국도,국토교통부,"2016",4지,1차로형,,,,O,,,,,35.064004,127.743952,"1"
섬진교사거리,경상남도,하동군,하동읍 광평리, 438-7,국도,국토교통부,"2016",3지,1차로형,,,,O,,,,,35.064417,127.742386,"3"
비파교차로,경상남도,하동군,하동읍 비파리,산10-6,지방도,국토교통부,"2019",3지,1차로형,,,,O,,,,,35.070995,127.76132,"0"
중앙교차로,경상남도,하동군,하동읍 읍내리,122-13,군도,국토교통부,"2019",3지,1차로형,,,,O,,,,,35.070592,127.752045,"6"
화산교차로,경상남도,하동군,하동읍 비파리,876-5,국지도,지자체,"2019",3지,1차로형,,,,O,1,"1",,,35.071242,127.759397,"2"
상평교차로,경상남도,하동군,진교면 진교리,426-1,지방도,지자체,"2020",4지,1차로형,,,,O,1,"1",,,35.029468,127.904693,"5"
하삼천교차로,경상남도,하동군,금남면 덕천리,815-3,군도,지자체,"2020",5지,1차로형,,,,O,1,"1",,,35.000306,127.830035,"1"
신월교차로,경상남도,하동군,고전면 신월리,1448-4,국도,"부산지방국토관리청
(진주국토관리사무소)","2020",3지,1차로형,,,,O,1,"1",,,35.020223,127.78863,"2"
산청교차로,경상남도,산청군,친환경로 ,2720번길,국도,행정안전부,"2017",4지,1차로형,,,,O,,,,,35.420084,127.879761,"1"
강변교차로,경상남도,산청군,꽃봉산로, 34번길,군도,지자체,"2013",3지,1차로형,,,,O,,,,,35414667,127.868599,"0"
매촌교차로,경상남도,산청군,금서면 매촌리, 162-2,국도,지자체,"2019",4지,1차로형,,,,O,,,,,35.41729,127.867734,"5"
시천 회전교차로,경상남도,산청군,시천면 사리,283-4,구국도,지자체,"2019",3지,1차로형,,,,O,1,"1",,,35.26929,127.853903,"0"
함양군선거관리위원회 회전교차로,경상남도,함양군,함양로,"1043",국도,지자체,"2012",3지,1차로형,,,,O,,,,,35.513166,127.722776,"2"
함양군보건소 회전교차로,경상남도,함양군,한들로,"141",국도,지자체,"2013",3지,1차로형,,,,,,,,,35.519086,127.731975,"2"
백전면 대평삼거리 회전교차로,경상남도,함양군,상대평길,"5",지방도,지자체,"2014",4지,1차로형,,,,,,,,,35.531819,127.6497,"1"
주차장사거리,경상남도,함양군,고운로,"109",국도,행정안전부,"2017",4지,1차로형,,,,O,,,,,35.521559,127.733468,"11"
지곡교차로,경상남도,함양군,지곡면 창평리,515-21,국도,국토교통부,"2019",3지,1차로형,,,,,1,"1",,,35.565396,127.774722,"1"
거창 회전교차로,경상남도,거창군,거창읍 상림리 ,Mar-61,도시계획도로,지자체,"1975",4지,1차로형,,,,,,,,,35.686234,127.910398,"4"
대동리 회전교차로,경상남도,거창군,거창읍 대동리,828-3,도시계획도로,지자체,"2018",4지,2차로형,,,,O,,,,,35.680862,127.918768,"2"
대평리 회전교차로,경상남도,거창군,거창읍 대평리 ,1463-1,국도,지자체,"2011",3지,2차로형,,,,O,,,,,35.680714,127.918624,"4"
거창대학(대학로) 회전교차로,경상남도,거창군,거창읍 김천리,163-5,도시계획도로,지자체,"2015",4지,1차로형,,,O,O,,,,,35.675715,127.913348,"1"
주상 회전교차로,경상남도,거창군,주상면 도평리 ,654-5,지방도,지자체,"2013",3지,1차로형,,,,O,,,,,35.749434,127.913613,"2"
위천장기 회전교차로,경상남도,거창군,위천면 장기리,175-6,지방도,지자체,"2015",4지,1차로형,,,,O,,,,,35.754574,127.833133,"0"
위천사마 회전교차로,경상남도,거창군,위천면 장기리 ,394-1,지방도,지자체,"2012",4지,1차로형,,,,O,,,,,35.747667,127.83468,"0"
거창IC회전교차로,경상남도,거창군,거창읍 대평리,805-1,국도,지자체,"2018",3지,2차로형,,,,O,,,,,35.67694,127.926623,"8"
중앙 회전교차로,경상남도,합천군,합천읍 대야로,"894",도시계획도로,구)국민안전처,"2011",4지,2차로형,,,,O,,,,,35.568226,128.163303,"3"
정양 회전교차로,경상남도,합천군,대양면 동부로,"3",군도\,구)국민안전처,"2012",3지,2차로형,,,,O,,,,,35.556038,128.161892,"2"
영창 회전교차로,경상남도,합천군,합천읍 충효로,"150",도시계획도로,구)국민안전처,"2012",3지,1차로형,,,,O,,,,,35.573654,128.164169,"1"
군청 회전교차로,경상남도,합천군,합천읍 대야로,"876",도시계획도로,지자체,"2013",4지,2차로형,,○,,O,,,,,35.566306,128.163014,"2"
하신 회전교차로,경상남도,합천군,쌍책면 쌍쌍로,"3",지방도,지자체,"2014",3지,1차로형,,,,O,,,,,35.620791,128.25338,"0"
우체국 회전교차로,경상남도,합천군,합천읍 중앙로,"47",지방도,지자체,"2015",4지,2차로형,,,,O,,,,,35.566973,128.158647,"3"
운동장앞 회전교차로,경상남도,합천군,합천읍 장수로,"11",군도,지자체,"2015",3지,2차로형,,,,O,,,,,35.561148,128.153648,"1"
쌍책성산 회전교차로,경상남도,합천군,쌍책면 황강옥전로,"1626",지방도,지자체,"2016",4지,1차로형,,,,O,,,,,35.574645,128.286988,"0"
고품 회전교차로,경상남도,합천군,용주면 고품용덕길,"5",군도,지자체,"2016",3지,2차로형,,,,O,,,,,35.543315,128.103534,"0"
남정교 회전교차로,경상남도,합천군,합천읍 대야로,"805",도시계획도로,지자체,"2017",3지,2차로형,,,,O,,,,,35.560297,128.16096,"2"
묘산 회전교차로,경상남도,합천군,묘산면 묘산로,"189",도시계획도로,지자체,"2017",3지,1차로형,,,,O,,,,,35.658667,128.115068,"0"
월광 회전교차로,경상남도,합천군,야로면 월광리,"521",지방도,지자체,"2019",4지,1차로형,,,,O,1,"1",,,35.730137,128.156419,"0"
대흘리교차로,제주시,조천읍,대흘리,"23514",지방도,행정안전부,"2012",3지,1차로,,,,o,,,,,33.498592,126.652792,"0"
저청삼거리,제주시,한경면,청수리,"17307",지방도,행정안전부,"2010",3지,1차로,,,,o,,,,,33.322928,126.248775,"0"
명월리교차로,제주시,한림읍,명월리,"15785",지방도,행정안전부,"2012",3지,1차로,,,,o,,,,,33.380337,126.263649,"1"
청수리교차로,제주시,한경면,청수리,"9836",지방도,행정안전부,"2013",4지,1차로,,,,o,,,,,33.290424,126.244118,"1"
농공단지입구교차로,서귀포시,대정읍,무릉리,산6513,지방도,행정안전부,"2013",4지,1차로,,,,o,,,,,33.271749,126.24517,"0"
성읍2리입구교차로,서귀포시,표선면,성읍리,"30301",국가지원지방도,국토부,"2013",3지,2차로,,,,o,,,,,33.410354,126.769516,"3"
공연장입구교차로,서귀포시,표선면,성읍리,"26764",국가지원지방도,국토부,"2013",3지,2차로,,,,o,,,,,33.404379,126.780394,"5"
민속마을입구교차로,서귀포시,표선면,성읍리,"20681",국가지원지방도,국토부,"2013",3지,2차로,,,,o,,,,,33.398443,126.788106,"4"
송당입구교차로,제주시,구좌읍,송당리,"8054",지방도,행정안전부,"2010",3지,1차로,,,,o,,,,,33.478586,126.783026,"0"
산굼부리교차로,제주시,조천읍,교래리,산393,지방도,행정안전부,"2012",3지,1차로,,,,o,,,,,33.436576,126.694867,"0"
한남교차로,서귀포시,남원읍,한남리,산517,지방도,행정안전부,"2012",4지,1차로,,,,o,,,,,33.325062,126.66564,"1"
수산2리입구교차로,서귀포시,성산읍,수산리,"16961",지방도,행정안전부,"2013",3지,1차로,,,,o,,,,,33.438644,126.873011,"0"
위미리교차로,서귀포시,남원읍,위미리,산671,지방도,행정안전부,"2014",4지,1차로,,,,o,,,,,33.322056,126.645198,"0"
위미교차로,서귀포시,남원읍,위미리,산881,지방도,행정안전부,"2015",4지,1차로,,,,o,,,,,33.319187,126.638973,"1"
신흥2교차로,서귀포시,남원읍,신흥리,"22621",지방도,행정안전부,"2016",4지,1차로,,,,o,,,,,33.357481,126.736109,"2"
고성리교차로,서귀포시,성산읍,고성리,"3234",지방도,행정안전부,"2011",4지,2차로,,,,o,,,,,33.447509,126.915072,"10"
노루생이삼거리,제주시,연동,,산1469,지방도,행정안전부,"2011",3지,1차로,,,,o,,,,,33.422661,126.493088,"0"
조수삼거리,제주시,한경면,조수리,"20283",지방도,행정안전부,"2011",3지,1차로,,,,o,,,,,33.331805,126.21139,"0"
광평입구교차로,서귀포시,안덕면,상천리,산992,지방도,행정안전부,"2012",4지,1차로,,,,o,,,,,33.326389,126.380834,"3"
상가교차로,제주시,애월읍,상가리,"197010",지방도,행정안전부,"2010",4지,1차로,,,,o,,,,,33.445158,126.336103,"0"
명월삼거리,제주시,한림읍,명월리,"1294",지방도,행정안전부,"2010",3지,1차로,,,,o,,,,,33.370456,126.283511,"1"
납읍교차로(1136),제주시,애월읍,납읍리,"24352",지방도,행정안전부,"2010",4지,1차로,,,,o,,,,,33.434561,126.324297,"1"
금악삼거리,제주시,한림읍,금악리,"18979",지방도,행정안전부,"2010",3지,1차로,,,,o,,,,,33.357389,126.2949,"0"
상대교차로,제주시,한림읍,상대리,"27613",지방도,행정안전부,"2010",4지,1차로,,,,o,,,,,33.406354,126.291736,"1"
상덕천삼거리,제주시,구좌읍,덕천리,산771,지방도,행정안전부,"2011",3지,1차로,,,,o,,,,,33.482831,126.745761,"0"
선흘리교차로(2498번지),제주시,조천읍,선흘리,"24985",지방도,행정안전부,"2011",3지,1차로,,,,o,,,,,33.511169,126.700558,"0"
신산교차로,서귀포시,성산읍,신산리,"18951",지방도,행정안전부,"2011",4지,1차로,,,,o,,,,,33.390381,126.853884,"0"
새가름마을삼거리,제주시,조천읍,와흘리,"26014",지방도,행정안전부,"2011",4지,1차로,,,,o,,,,,33.504817,126.628183,"1"
와흘리교차로,제주시,조천읍,와흘리,"12602",지방도,행정안전부,"2011",4지,1차로,,,,o,,,,,33.503007,126.635919,"1"
난산사거리,서귀포시,성산읍,난산리,"14807",지방도,행정안전부,"2011",4지,1차로,,,,o,,,,,33.402535,126.86428,"0"
무릉오거리,서귀포시,대정읍,무릉리,"3318",지방도,행정안전부,"2011",5지,1차로,,,,o,,,,,33.274727,126.241257,"1"
신흥사거리,서귀포시,남원읍,신흥리,"18513",지방도,행정안전부,"2011",4지,1차로,,,,o,,,,,33.324155,126.732706,"0"
서광서리교차로,서귀포시,안덕면,서광리,"19382",지방도,행정안전부,"2011",4지,1차로,,,,o,,,,,33.285882,126.301642,"2"
수산사거리,서귀포시,성산읍,수산리,"7967",지방도,행정안전부,"2011",4지,2차로,,,,o,,,,,33.442177,126.882891,"3"
수산리교차로,서귀포시,성산읍,수산리,"30366",지방도,행정안전부,"2012",3지,1차로,,,,o,,,,,33.450332,126.851418,"0"
와산리사거리,제주시,조천읍,와산리,"9667",지방도,행정안전부,"2012",4지,1차로,,,,o,,,,,33.491956,126.682084,"0"
상명리교차로,제주시,한림읍,상명리,"11176",지방도,행정안전부,"2012",3지,1차로,,,,o,,,,,33.35846,126.271295,"0"
무릉2리교차로,서귀포시,대정읍,무릉리,"8702",지방도,행정안전부,"2013",5지,1차로,,,,o,,,,,33.285976,126.224777,"1"
선흘리교차로(337번지),제주시,조천읍,선흘리,"33723",지방도,행정안전부,"2014",4지,1차로,,,,o,,,,,33.489736,126.718402,"0"
삼달리교차로,서귀포시,성산읍,삼달리,"10691",지방도,행정안전부,"2013",3지,1차로,,,,o,,,,,33.377695,126.842058,"0"
수산초교삼거리,서귀포시,성산읍,수산리,"6546",지방도,행정안전부,"2013",3지,1차로,,o,,o,,,,,33.446064,126.88516,"1"
이시돌삼거리,제주시,한림읍,금악리,"4053",지방도,행정안전부,"2010",3지,1차로,,,,o,,,,,33.345483,126.316036,"2"
금악2교차로,제주시,한림읍,금악리,"71817",지방도,제주특별자치도,"2015",4지,1차로,,,,o,,,,,33.374755,126.311738,"2"
월각교차로,제주시,한림읍,상대리,"743",지방도,제주특별자치도,"2015",4지,1차로,,,,o,,,,,33.383445,126.31987,"0"
어음2교차로,제주시,애월읍,어음리,"28551",지방도,제주특별자치도,"2015",4지,1차로,,,,o,,,,,33.405086,126.337322,"0"
납읍교차로(1121),제주시,애월읍,납읍리,"4731",지방도,제주특별자치도,"2015",4지,1차로,,,,o,,,,,33.429313,126.352359,"0"
송낙교차로,제주시,애월읍,상가리,"6043",지방도,제주특별자치도,"2015",4지,1차로,,,,o,,,,,33.429313,126.352359,"0"
성읍교차로,서귀포시,표선면,성읍리,"13971",국가지원지방도,행정안전부,"2017",4지,2차로,,,,o,,,,,33.381731,126.792274,"10"
상위미교차로,서귀포시,남원읍,위미리,"348916",지방도,국토부,"2017",4지,1차로,,,,o,,,,,33.288448,126.655264,"1"
"국가태풍센터 
동측 회전교차로",서귀포시,남원읍,한남리,"10014",지방도,제주특별자치도,"2017",3지,1차로,,,,o,,,,,33.335761,126.690019,"1"
신안동 회전교차로,제주시,조천읍,조천리,"3440",시도,행정안전부,"2012",4지,1차로형,,,,o,,,,,33.518811,126.634895,"0"
덕천리 회전교차로,제주시,구좌읍,덕천리,"5564",시도,행정안전부,"2012",3지,소형,,,,o,,,,,33.500164,126.759996,"0"
두모리 회전교차로,제주시,한경면,두모리,"19444",시도,행정안전부,"2012",3지,1차로형,,,,o,,,,,33.346055,126.191606,"1"
상도리 회전교차로,제주시,구좌읍,상도리,산3164,시도,행정안전부,"2012",3지,소형,,,,o,,,,,33.478081,126.844344,"0"
세화리 회전교차로(2),제주시,구좌읍,세화리,"20912",시도,행정안전부,"2012",3지,소형,,,,o,,,,,33.506278,126.842923,"0"
동회천 회전교차로,제주시,회천동,,"118213",지방도,행정안전부,"2015",3지,1차로형,,,,o,,,,,33.506177,126.616185,"0"
두산봉 회전교차로,제주시,구좌읍,종달리,"37802",시도,행정안전부,"2012",4지,소형,,,,o,,,,,33.483379,126.87181,"0"
선흘리회전교차로,제주시,조천읍,선흘리,"33001",시도,행정안전부,"2012",3지,1차로형,,,,o,,,,,33.513991,126.692693,"0"
금악리 회전교차로,제주시,한림읍,금악리,"2701",시도,행정안전부,"2015",4지,쌍구형,,,,o,,,,,33.372873,126.316554,"0"
종달리 회전교차로(2),제주시,구좌읍,종달리,"45382",시도,행정안전부,"2012",3지,소형,,,,o,,,,,33.466778,126.840934,"0"
낙천리회전교차로,제주시,한경면,낙천리,"20031",시도,행정안전부,"2013",5지,1차로형,,,,o,,,,,33.325139,126.224696,"0"
상가리 회전교차로,제주시,애월읍,상가리,"1773",시도,행정안전부,"2012",3지,소형,,,,o,,,,,33.422028,126.362468,"0"
